,,#ID,P1,P2,Result,,,
弾聖贄,blueback,1125,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000m3YyjuG5FF009FL39JVSbj00vsUj2azCda00uEGp00xDjp00LBip00Nc1p00CH2a00wxva00yqhamKa3zamKbVmamKdOaFjuG5Fj0IkodxkdPYTxkdRBgxkdTtYxkdVTvq00OOd,P1Win,,1,0
打ち上げ忍核先,65,1126,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000foPinouKKhlWvUHjmo3Oop00xFWamKbIiamKepfa15BLta15z5x4nGxg5O00iTAN090W2g00dN7w04BcAzdR0687kzO2G7kvsvX7kr5nS7nfSCX7nfXt37p8mXz7p8qci7p8rNE7oc8Hm7occJgp01xDyp01urtp01deYp00MHWp00Wkkp00XYoamJRmXp00A4l,P1Win,,1,0
,2069,1127,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000Nw0jo3UbWa5qsDoa6vv7VT00NtJalFxUjq00YuJakADMAalFGhbamKvPUalFyJ7t00Fqwp00nYxLn2QUvp01fEhp01AQMp00Pn7t00HkKt00HkKt00HkKt00HkKt00HkKt00HkKt00HkKt00HkKp01APHp004lyGaPsmN,P2Win,,0,0
,,1128,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000e3VfpMlP4fpzluCfpv97hfpIxD8fpzVvlfpvIQBfpioD3fp9o3sfpveu9fpqDbMfpm1NQ2pV1X32pUH4V20920e2pDr9L2pyP3A2pQwjl2008Fk2pQi5pe00ekT5lsW6U5lOMhd,P1Win,,1,0
射入り汎用空爆,15222hgh,1129,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000iOu7k9szM7k57447k9qH2jo7MCHr00tih7kmEcK7kiiG27kmCAoamKhz0amKeS49la2OV9l5LWt9l9Y5e415A5na2B43ma2B6Jj7plDBi7pq62F7puxt39p8pPb9plIYazcUI5dx5YUGhxkifbUr004jja8n7I71lEVx91lF0z3O00iNRT01evSp00tzja6vMfEa6vJyIa6vKTJp01dIi,P1Win,,1,0
6速下前補助火力突撃,おんおんおん,1130,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,001e4fjmL93Xp01AU9a1fuzMa1frSQp01ATCp01sy5p01ASmp01ASSakJFJeakATVlLnGNViT015YmalOzRUalOxsn8n7ShSanM1iLanyPKnp01kdHalOxtkt015IUt01bUFt01bUFt01bUFt01bUFt01bUFOpIlxq9oHMCQ9ozfNK7pqQ5h7phYmK,P1Win,,1,0
炮散弩,xx,1131,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,0012t760reWSp00RwFajvuP8U00MHEanPGWIa0W47tU00ACzanPuRDa0IDN4Gd0RwwdlFkMKdj9fqta3gx1XamL1twa6vPfqt01gbe9kEEmy9kENKH7knbvx7kedCvp01pi7T01j7WanPUFer00Ywep015rtjn7TCKU010Sn9k1kNT7k1kxvajvCSVp012J4p01zL6a0WhOY,P2Win,,0,0
,,1132,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000e2rjmjFHIjopv1RjpuCDobpyL1GbpD8lAbph6CnbplwrobpujQHbplwYbbpQkeWbpyLytbpHvK4bpHxmqbpD8SnbpD7xpbpD85cbpluyDbpyJ8V,P1Win,,1,0
猛弩核先,籽岷,1133,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000hOrinouKKhmJY7zjjuP36akzSjBakzV0xa00wlga00z2cp00uICq01AR7p01i5fp01c9op00OzzN0dsDNOpQwB3abU0jn7kdNo37kiets7kmEyR7kr5Eh7kmHfN7kijQkp00MU8p01028p01kstp01lLP4ogODa7noG3h7nt6kv7nxyiF7ntbHn7oc8az7ogzAW7ol22k7oPMFJ7oYDQy7p46hV,P1Win,,1,0
下奥4速ビデ忍忍忍,竜,1134,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000e3V6plzU860dpF6t00cbnt00cbnt00cbnzd0aQSzdIdeJzdmbvwt00bTYjmSQlBam6y5Xam6ck5ao3BG3ao3EmY4pVe5sp00Fchp00IW6p00MGRam6vp2am6f11p004TXr01hdcr01hOeancpLd,Draw,,0,0.5
中奥機貫要塞,,1135,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000e2vo0eFOookzSvEC00jlEC00k9PCoccTVCpIQrFCmBhMAC00sedCpQHx2C00tPzm0059qR00n7JR00mQlCjuNRNp00qCoCmYldECmPCnzp00ixXCozgBor01iDvCocdYv,P1Win,,1,0
,,1136,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000dYD600Cwjm00Mcts019eIs019e9kmoP7VopWemaof1rw5npV6yrnpUXefkmksge,P1Win,,1,0
,,1137,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000ehej00sv7j00rI99kdPck9kRrKa9lrIk49la4sxhpugPSq00NsAq00NcLq00MVWq00MWxq00FEBq00wvYinxjIV9lWvzP9mjwLh9m6hnS9mshL29kN7PQ9kIHOY,P1Win,,1,0
,わにさしs,1138,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000i5u4nYegON0dnxki0I7P8809mrv7k52ja7k58dO7kmEhV7kmKcA7kEhgH7kEnbm7kdSKn7kvvJ9ajDqRrajDPAFp011Sqp01kaQp01AzEp00Yf3p01hMSp01A5ip01894p0106alfwwkBldmjiop00jaY7pur6M7pheW27p44Vq7oPMoN7oCAf37opqer7oc8GO7nXVx47nKLws7nxtYP7nfS5Dp00A6yapd9xH,P1Win,,1,0
,,1139,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000e2tjnP7Juj00j8ea00nb0a00pQX4optqMajzd7zajzfNvp00QXip00OP9p00Ma6800p5Da1sHO7t00iA8p00Ju6t008Fct008Fct008Fct008Fct008Fct008Fct008Fct008Fc,P1Win,,1,0
,,1140,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000e2p1mXbxI1mSRrx1mSYan1mT5BO1mOMAd1mKuid1mGcgB1mBU3b1mxCOK1mtkN91mp2v91mkIoX1mc1mw1m7IkU7oU7Qu7oYDjL7oUl1L7oQ30a7oLJHa7oLQ9B7oHy807oyRa87ouyR87oqhU67oVdv47odgLt7o09YA7nQsdxo0O3zlonk6IL1noEXH1nbDP51n31CI1mOYWj1mBVUV1mkw2R1lXGFK7p8pEv7p4ccA7oYWVu7oQlNH7oM85o7oDv9q7om5gmp004j2p004ke7oCpes,P1Win,,1,0
,猪神,1141,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000R1Yp01pmcp01sOSajvqiQajvnBTanPTBXanPWiXajw0Mtp00QJ3r01qoqt00Nh3t00Nh3t00Nh3t00Nh3t00Nh3t00Nh3t00Nh3t00Nh3t00Nh3t00Nh3t00Nh3t00Nh3t00Nh3,P1Win,,1,0
,,1142,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000e3V9lWU779lSyk09lJMMr9lFqIV9lB4VO9mKniY9mKps89mKsps9mKvDb9mKyQT9nTRKQ9nPvHl9nL9DP9nGMjV9ny1vY4pMBpSjmKbthm00ekTp00DQi,P1Win,,1,0
,キョン,1143,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000mkha00yGza00sKTa00qBPa00uV0a00xSnad0b43ad0cVM9mK3Rv9mK5dq9mK6OK9mK9fi9mKaQE9mKbEQg00bzIg00uV0g00wNNg00egyj00vcojd0ey67ou6zE7pDpca200vco20EaY0a9wNcsv00uE0v1iHWb,P1Win,,1,0
ビデ乗り,xx,1144,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000ik0U01tPjT01ztzt00gWLp00s07jol0T9amKiWj6pyKYtt00e2Pa2arBiakIKMap00xlNaipUheGgBz1D9foTjL9eODOr7eFPkyanQn1la3gNo860qzDKr00cW9OpUISVr00aKRzdqAK7a3gFknp01mjSr01577,P2Win,,0,0
射空爆（クロス型）,aaaatest,1145,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000iOu9kEdq19kIKeg9l5LWt9phja990vaDkabPC6q7kdPHRp00xRh7kdKRM7kdO6v7kmFO77kmAY27kmDVma19VBGa19YiF1la4aT1l1iTJj15nYvt00gVzt007wFp01ARxanC8alantmmo9kE5md9l5vOR9ph32x90uTvIO00iNR,P2Win,,0,0
3速中奥正面弾幕,xx,1146,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000ijSimshfYalFe2yaoUqRn1nP7ICj19MKWa3fKtvp00Jas9pD4Mx9ppVEB9pDf0K9pq6RQ9p8yJb7kmEeL7kmB167kmvmr7kmyAf1kVQLOt00gqYt00gqYt00gqY90hY3p9oy5gGx5CNSn7oLhXlp00i2sahkESIq00uFQ,P1Win,,1,0
,OMEGA-0,1147,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,0017yfqp4OlhY2kd7su7r6DPo7nEv2xoQpuI5eaQxtDnYP2pilwwfg8oD3crJgk9XHchUtxw52SD7pKohLBIFc0kY2DnkOx7IeAcFwdgxjKlvjMg9d,P1Win,,1,0
,幕府将军,1148,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,001cbta16Ed9a16Bwdp01ATHampl2campilgjnQeeFp01pAMp01ASoakeMPbakePwaGeOaQWahHbfHahHdVDp01AOxt01bUrt01bUrt01bUrt01bUrt01bUrt01bUrp01s2y80ang0t01bUrt01bUrt01bUrq017jWp01gsa,P2Win,,0,0
后中汎用弾幕,xx,1149,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000i3zin2sYYNpUManj19ML29004kt900coy900kskalFduNan7hHBp00rIOa2aCSn41NAll7kdPJW7kih6K7kmHsy7kicgK7kdO8C7k9qJ8xk0vwOleRIb4zccIFM1nkhLY7oCtKp9kVHmP9kRyKfp00Dwq,P1Win,,1,0
5速ボスコア,竜,1150,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,100P6Rt00NL0t00NL0t00NL0t00NL0t00NL0o2G62Bq017hron3vDH3nl7hv,P1Win,,1,0
,神天馬騎士,1151,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000dYpj00fQxjnP7X0jmK5cTjkzUopt004jBymJPXuF004j4t004jBt004jBt004jBt004jBp00EQ8p00CHyp00zuor00x5q,P1Win,,1,0
中奥正面弾幕,Fess,1152,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000x6Rjn7nmsa1SeSja1Shzgp00Gfcp00O17aphH7baphJgop00S25p00qD4am27WLam2aDHp00z1Vr00CLw800cbKt004CUp00eP77ki93t7kic0N7kieX87k4Wa77k51c17kvoXJ7kvt0Dp006ewinfHzt9oc2tc9ocbRX9oclhx9008TU900ijG900rIgN15jsq,P2Win,,0,0
上前多段弾乗り,籽岷,1153,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,001dbxa4lVxma3gNFMT01AOxp01zKyjm35x4a2bLaOa2bItS8eojwPp01bA2U01hJMa4lGt49eSMY4U00TTaU00x3IU004QXdkzFCMaoU5T2gnoYej9p4KfI9p4SzX9p9pjD9p57OEajvJ32a3fQBx7p9j8A7pdKyX7pid0l4nyGi2aoUUVLa2b6ApgpDQkop01zuKr00Ts5r01nEgp01yap,P1Win,,1,0
9速だからもう強い要塞(自称),竜,1154,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000e08j0Vzgcj04HAht00gHgt00gHgt00gHgt00gHgt00gHgt00gHgt00hf1t00hf1t00hf1a1iHXca1iFhdalJrcKalJovUp00BUHp00Cbwp00Botp00Crn8pUYiOafxbEaafx8Xe7p4038,P1Win,,1,0
,凡々,1155,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000uFjj00yGrjnTPNLp00FVkt00gGWp00Qpup00uncp00goS7opwC6700pOu700svm700vci7opziX7opBYT1lF7jh1mjL1g1mXpIf1lFcG51lFa091mjQo41mjNH81mXsp71mXv639oplkR9opv0F9opHDb9pM3KF9pMdGT9pMpwd42OsAep013w5p010j4p00Vymr00Qcva00T9h71vPz3,P1Win,,1,0
星核先,playstyle,1156,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000i5uPplLuqp00h1M204EX6OpQwB3a3fM8za3fOOvp00i4Takr1QJakr4xEp00zyD4mKjgcp014Chp01ARup01APQp014ADad05u17p8fau7ogpDE7p8io97ogBcI7noDlL7noGzt7kvhua7kvjTD7kvkHO7kr6Igp014Dulgfl0iN0hGmtjoyebu,P1Win,,1,0
星正面,未確認飛行物体,1157,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,001dMMp01wltp01ADgjmp7kHp01ur9p01m6Ep01demp014TtGjvx1kajvHLmajvJE6ajvLwQampj9oamplPkab8nqS7oV4Tt7oV6Me7oV8Vn7oVaO89n7HPJ9n87299n7TVr9o3Ywu9o4nHT9o4bCc9oUQsN9oVfEd9oV3yvPpqbeRp00Uder00XtLa2bL09a2bIjd,P1Win,,1,0
6速下前補助火力突撃,,1158,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,001dw6p019sFp01ATIamplOQamtHSmp01ikxah7Rggp01AUga01vxop01ATbp01ARNp01sxMLnCpbQT01aQ6alKl6GLnpCglakF8p28ntWsiOp0qWYakFfn4akO6xUt01cHMt01cHMjmL93Dt01crpt01cYet01crot01crnGggj6qr01dHHah80eAO00QFGr00UYwr01APm,P1Win,,1,0
,,1159,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000P6RX00yI8RpVblj6pHXDL6pMoco604TGwRpVePqj0e5JWjpzBj5EpqAHvp01b3Ep01bB9r01blwr01b30,P1Win,,1,0
,OMEGA-0,1160,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000uXiAkWlngFiDUB0u4yvjuAmsYhXp7n0d4P3l7MWF3xT7JXpMtPKJ4yPq1QnlegHq2kzItv9kwKVv2nrSXr4LGnp,P1Win,,1,0
超正面弩,,1161,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000hhD7pzmzbp00L7bp00Cfd7p8W9P7p06fp7phFNG7pde6S7p4nsQ7oUwOOp00MaAp00D2c7pdmpT7p07zd7pqvCl7p030v7oUA2l7pdakbp00M9rp00D137oUJpY7oQiwo7p8S5E7p8OQS7p8LDa7p8JKpp00nb0p00fCO7pV1FU7pQzMk7pQxTz700ijc7pQtQv7pUQbpp00pOzp00gpM7oHaoz7oPWh67oUjRo7p45VI7p8s0e7plBJr7puUpc7pm52y7puQ6T7pI2c57plWLVp009cv7ophRj7opgfW7oCrl8p008lq7oGUkX7oCtaY7oGPeup00UMXp00VzXp00WDnp00Xa1,P1Win,,1,0
,,1162,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000e3VojuALxo01gKKi04KRgifftiw6pDb2wN08Y4hxkvhcJDoYS6p3fnt2Uzddv5rxjQCuK7nld0Q7oQIE97nYQYe7oqiIh7nKwIE7pEcEc7pdLbx7ph3Dm7okLpN7oGNpp7p3ORe7ncoMm7nXJGA7nxjdVp00j9Jr00ahL,P1Win,,1,0
弾幕突撃,,1163,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000fkni3fjOxj15nYvt008kV42aA9wa3fFkOa3fI1Np00pNMamKfWDamKdgH9l9UA79l5LWt9l5DSF90dhxK9puwot9p8eys90zznL7kdKRM7kdO6v7kdPHR7kmAY27kmDVm7kmFO7t00bP3t00bP3p00su3E6QB4Fr00Ilfr01evS,P1Win,,1,0
,Kauix,1164,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,0010R2ajzVcoajzXSlaoV7y5aoVaf2pgcsHYp2kwJzpdNXY3ppRy8Bpfk1iXr5gFIyt60xTwt3kxl9tkw5DutagtQDt9BP9Et2KinBt32UmntiHW1qtlSMMTt6EcBvteao5xtaU8yCtchPI2,P1Win,,1,0
,,1165,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000nsBp00UIap00TnVp00S3Hp01awhp019c3p017QOp016wAp01s0Ap01qFmp01pl8p01o0Tp00D409mKj0GN0dsnpOpUVlu204EX6zd0k0glgfFar7n74Bi7o7Kzh7p8rxg7n77P17o7NN07p8uKY7n7b3J7o7R1I7p8xYH7kify27kiko7jnPqQC4oUxDCa00zhWa00BXSakzYuyakA2bv,P1Win,,1,0
中段絶対許さないマン,素人,1166,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000P6Rp00ysM600ABozd0wQYzd0ycWzd0zOjp01awup01x6yp01iiF42ORRszd0BXs39Krxp3jvn2Kp00Fpjp013M841X0n1,P1Win,,1,0
,カイン・デュル,1167,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,0014Eta01f7Ga01h0sp01ADup01ATkp01ASLp019Imp010Qnp00RfLp00IEbq01iAkq01rsjq01Akjq01AkRq01ABPhmKHs3j01jpYp01mUDj22Iv681jQTG81jSMr7mKLuo7nPQF27oUVPF7mKPwi7nPUGV7oV0RzN0eepgN09Y4Aw01azHr00AjW,P1Win,,1,0
